,subject,year,period,q_number,question,A,B,C,D,E,answer,cot
0,nurse,2019,1,1,항원에 대한 IgE 항체가 생성된 후 히스타민과 같은 매개물을 분비하여 발생하는 과민반응은?,천식,접촉피부염,전신홍반루푸스,장기이식 거부반응,ABO 부적합 수혈반응,A,
1,nurse,2019,1,2,알레르기 치료로 탈감작요법을 실시하기 전에 환자에게 교육할 내용은?,알레르기원을 정맥으로 주입,치료 기간은 6개월 정도 소요,여러 종류의 알레르기원을 한 번에 투여,치료 시작부터 월 1회 알레르기원을 투여,소량의 알레르기원으로 시작한 후 용량을 점차 증가,E,
2,nurse,2019,1,3,림프종 환자에게 과립구집락자극인자(G-CSF) 인 뉴포젠(neupogen) 을 투여하는 목적은?,호중구 증가,고체온 조절,종양세포 사멸,뼈의 통증 완화,구역과 구토 완화,A,
3,nurse,2019,1,4,"개복술을 마치고 입원실에 온 환자가 의식이 저하되면서, 맥박 110회/분, 혈압 90/60 mmHg 일 때 우선적으로 확인해야 할 것은?",통증,체온,백혈구 수,혈청 알부민,수술 부위 배액관,E,
4,nurse,2019,1,5,"응급실에 내원한 환자의 다음 사정결과로 예상되는 것은?• 땅콩을 섭취한 후부터 갑자기 숨 쉬기가 어려워짐• 쉰 목소리, 두드러기, 입과 눈 주위 부종, 청색증, 천명음• 혈압 90/50 mmHg ",심장성쇼크,지연형 과민반응,아나필락시스쇼크,세포독성 과민반응,면역복합체 과민반응,C,
5,nurse,2019,1,6,응급환자중증도분류에 근거한 치료의 최우선 순위는?,대퇴골 폐쇄골절,38.0℃의 발열을 동반한 장염,기침을 동반한 만성폐쇄폐질환,심한 흉통을 동반한 심근경색증,소량의 출혈이 있는 손가락 부분절단,D,
6,nurse,2019,1,7,눈에 화학물질이 들어갔을 때 즉각적인 중재는?,안대를 대어준다.,눈을 감고 안정시킨다.,흐르는 물로 씻어낸다.,스테로이드 점안제를 점적한다.,눈을 깜박여 눈물이 흐르도록 한다.,C,
7,nurse,2019,1,8,"동맥혈가스분석 결과가 다음과 같은 환자에게 보상으로 나타날 수 있는 것은?pH 7.3, PaO2 98 mmHg, PaCO2 44 mmHg, HCO3- 19 mEq/L ",다뇨,피부발적,과다환기,체온 상승,혈압 상승,C,
8,nurse,2019,1,9,"담낭절제술 후 유동식 섭취 중인 환자의 사정결과가 다음과 같을 때 우선적인 중재는?• 복통, 항구토제 투여 후에도 지속되는 구토• 장음 감소, 복부팽만• Na + 140 mEq/L, K+ 3.8 mEq/L ",복식호흡 유도,심전도 모니터링,비위관 삽입 준비,수술 절개부위 확인,처방된 마약성 진통제 투여,C,
9,nurse,2019,1,10,"갑자기 심한 어지럼, 이명, 난청, 구역과 구토가 있는 메니에르병 환자에 대한 간호중재는?",텔레비전을 틀어준다.,큰 목소리로 대화한다.,방안의 조명을 밝게 한다.,따뜻한 커피를 마시게 한다.,머리를 천천히 움직이도록 한다.,E,
10,nurse,2019,1,11,좌측 변형근치유방절제술을 받은 환자에 대한 퇴원교육 내용은?,소매가 조이는 옷 착용,수면 시 엎드린 자세 유지,좌측 어깨의 외전운동 제한,일상생활 시 좌측 팔 사용 제한,좌측 팔의 위치를 심장 높이보다 높게 유지,E,
11,nurse,2019,1,12,연하곤란과 흉골하 통증이 있는 환자가 칼슘통로차단제의 투여 목적에 대해 질문할 때 옳은 설명은?,“위산을 중화시킵니다.”,“위산분비를 억제합니다.”,“담즙분비를 도와줍니다.”,“식도 점막을 보호합니다.”,“식도괄약근을 이완시킵니다.”,E,
12,nurse,2019,1,13,십이지장궤양 환자에게 위산분비를 감소시키기 위해 투여하는 약물은?,아목시실린,오메프라졸,칼슘탄산염,메트로니다졸,클로르프로마진,B,
13,nurse,2019,1,14,장게실염 환자의 재발 예방을 위한 퇴원교육 내용은?,수분섭취 제한,육류 섭취 권장,일상생활활동 제한,저섬유질식사 섭취,무거운 물건 들지 않기,E,
14,nurse,2019,1,15,역류식도염 환자의 증상을 감소시키기 위한 교육 내용은?,고지방식사를 섭취한다.,수면 시 앙와위를 취한다.,넉넉하고 편안한 옷을 입는다.,취침 전 따뜻한 우유를 섭취한다.,식사 후 곧바로 누워서 안정을 취한다.,C,
15,nurse,2019,1,16,"부분위절제술을 받은 환자가 식후 2~3시간 후에 어지럼, 발한, 손떨림 증상이 있을 때 제공해야 할 식사는?",저푸린식사,저지방식사,저단백식사,저칼륨식사,저탄수화물식사,E,
16,nurse,2019,1,17,급성췌장염 환자에게 나타나는 특징적인 혈액검사 결과는?,혈당 감소,리파제 감소,중성지방 감소,아밀라아제 증가,헤모글로빈 증가,D,
17,nurse,2019,1,18,식욕부진과 황달로 입원한 환자가 IgM anti-HAV 양성일 때 간호중재는?,멸균 가운을 입힌다.,입었던 환의는 소각한다.,N95 마스크를 착용시킨다.,1인 음압병실에 격리시킨다.,개인용 수건을 사용하게 한다.,E,
18,nurse,2019,1,19,"다음 환자의 사정결과에 근거한 우선적인 간호진단은?• 복수, 하지부종, 호흡곤란, 황달• 검사결과: AST/ALT 80/45 U/L, 총빌리루빈 6.7 mg/dL, 암모니아 23 μg/dL, 프로트롬빈시간 25초• 과거력: 20년간 매일 소주 2병 이상을 마셨음",황달과 관련된 신체상장애,간기능저하와 관련된 체액과다,호흡곤란과 관련된 자가간호부족,부적절한 섭취와 관련된 영양부족,간기능저하와 관련된 사고과정의 변화,B,
19,nurse,2019,1,20,"퍼덕떨림(flapping tremor), 수면장애와 인지저하가 있는 간경화증 환자의 혈청 암모니아가 정상치보다 높을 때 중재는?",진정제 투여,항경련제 투여,저칼륨식사 제공,고단백식사 제공,락툴로오스 관장 실시,E,
20,nurse,2019,1,21,"식도정맥류 출혈이 있는 간경화증 환자의 사정결과가 다음과 같을 때 우선적인 중재는?• 토혈 150 mL• 혈압 90/60 mmHg, 체온 37.5℃, 맥박 98회/분, 호흡 22회/분• 헤마토크리트 27%, 혈색소 7.3 g/dL,",기관내삽관,해열제 투여,이뇨제 투여,혈장분리교환술,농축적혈구 수혈,E,
21,nurse,2019,1,22,결장루술을 받은 환자에게 냄새와 가스형성을 줄이기 위한 식사교육 내용은?,식사 후 껌 씹기,음료 섭취 시 빨대 사용,양파와 양배추 섭취 제한,요구르트나 시금치 섭취 제한,계란이나 생선 등을 통한 단백질 섭취,C,
22,nurse,2019,1,23,치핵 형성을 유발할 수 있는 생활 습관은?,고섬유질식사 섭취,주 3회 유산소운동,따뜻한 물로 좌욕하기,1일 2 L 이상 수분섭취,장시간 변기에 앉아 책 읽기,E,
23,nurse,2019,1,24,"신부전으로 혈액투석을 마친 환자의 투석 후 검사결과가 다음과 같을 때 중재는?• 혈청 전해질: Na + 140 mEq/L, K+ 6.5 mEq/L, Ca++ 5 mEq/L • 혈청 크레아티닌 2.2 mg/dL, ",염화칼륨 투여,수분섭취 권장,오렌지 주스 섭취,스피로놀락톤 투여,케이엑살레이트(Kayexalate) 관장,E,
24,nurse,2019,1,25,지난 3일 동안 구토와 설사를 하여 입원한 환자에게 예상되는 검사결과는?,요비중 감소,중심정맥압 상승,헤마토크리트 감소,폐동맥쐐기압 상승,혈청 삼투질농도 증가,E,
25,nurse,2019,1,26,"급성 사구체신염으로 진단받은 환자의 사정결과가 다음과 같을 때 우선적인 중재는?• 전신부종, 핍뇨• 검붉고 거품이 나는 소변• 혈압 160/100 mmHg, 체온 37.8℃",수분섭취 증가,매일 체중 측정,고단백식사 섭취,신체 활동량 증가,다른 환자와의 격리,B,
26,nurse,2019,1,27,방광염으로 항생제를 처방받은 30대 여자 환자에 대한 교육 내용은?,거품목욕을 한다.,카페인 음료를 마신다.,요의를 느낄 때 즉시 배뇨한다.,회음부는 뒤에서 앞으로 닦는다.,증상이 없으면 약 복용을 중단한다.,C,
27,nurse,2019,1,28,경요도전립샘절제술을 받은 환자의 퇴원교육 내용은?,오래 앉아 있지 않는다.,배에 힘을 주는 운동을 한다.,성관계를 바로 시작할 수 있다.,소변 줄기가 가늘어지는 것은 정상이다.,하루에 1 L 이하로 수분섭취를 제한한다.,A,
28,nurse,2019,1,29,혈액투석을 위해 왼쪽 팔에 동정맥루 수술을 받은 환자에 대한 중재는?,수술 부위에 압박드레싱을 한다.,왼쪽 팔을 움직이지 않도록 한다.,동정맥루를 촉진하여 떨림을 확인한다.,양쪽 팔에서 혈압을 측정해서 비교한다.,수술 직후 왼쪽 팔의 위치를 가슴 높이보다 낮게 유지한다.,C,
29,nurse,2019,1,30,응급실에 내원한 노인 환자에게 콜리스골절(Colles’ fracture) 진단이 내려졌을 때 우선적으로 사정해야 할 것은?,어깨의 내회전,팔꿈치의 굴곡,볼크만 허혈구축,손가락의 운동범위,손가락의 척골편위,D,
30,nurse,2019,1,31,류마티스관절염의 특징으로 옳은 것은?,식사조절로 증상이 완화된다.,관절을 침범하는 국소 질환이다.,아침강직은 30분 이내 소실된다.,증상은 좌우 관절에 대칭적으로 나타난다.,초기 병변은 관절연골 부위에서 시작된다.,D,
31,nurse,2019,1,32,메토트렉세이트를 복용 중인 류마티스관절염 환자에게 나타날 수 있는 부작용을 확인하기 위해 모니터링해야 하는 검사결과는?,골밀도,근전도,전혈구,심초음파,혈청 삼투압,C,
32,nurse,2019,1,33,요추간판절제술을 받은 환자의 수술 후 간호중재는?,취침 시 높은 베개 사용,트렌델렌부르크자세 유지,통나무 굴리기식 체위 변경,수술 후 1주일 동안 절대 안정,수술 직후 수술 부위 온습포 적용,C,
33,nurse,2019,1,34,수근관증후군을 사정할 수 있는 신체검진은?,알렌 검사,롬베르그 검사,팔렌(Phalen) 검사,창백(blanching) 반응 검사,호먼스(Homans) 징후 검사,C,
34,nurse,2019,1,35,전슬관절대치술을 받은 환자의 수술 후 중재는?,혈전방지스타킹 착용,4주 이상 항생제 정맥투여,무릎을 90° 굴곡상태로 유지,지속적수동운동기구(CPM) 를 24시간 동안 적용,수술 직후 48시간 동안 수술 부위 온습포 적용,A,
35,nurse,2019,1,38,대동맥판막협착증 환자에게 나타날 수 있는 병리적 상태는?,뇌혈류 증가,심박출량 감소,폐동맥압 저하,관상동맥혈류 증가,좌심실 이완기말압 저하,B,
36,nurse,2019,1,39,심부전 환자에게 투여되는 약물 중 부작용으로 잦은 마른기침을 유발할 수 있는 것은?,질산염,디곡신,캡토프릴,푸로세미드,스피로놀락톤,C,
37,nurse,2019,1,40,급성 심근경색증 환자에게 심장성쇼크가 발생했을 때 사정결과는?,체온 상승,맥압 상승,소변량 증가,수축기혈압 저하,중심정맥압 저하,D,
38,nurse,2019,1,41,"강심제를 복용 중인 울혈심부전 환자의 심박동수가 50회/분이고, 심전도상 동성서맥을 보일 때 우선적인 중재는?",호흡음을 청진한다.,강심제 투약을 보류한다.,침상 머리를 45° 올려준다.,혈청 나트륨 수치를 확인한다.,임시박동조율기(temporary pacemaker) 를 삽입한다.,B,
39,nurse,2019,1,42,울혈심부전 환자에게 니트로글리세린과 푸로세미드를 함께 투여할 때 주요 교육 내용은?,매일 체온 측정,칼륨 섭취 제한,칫솔모가 부드러운 칫솔 사용,최대심박동 수준의 운동 격려,누웠다가 일어날 때 천천히 일어나기,E,
40,nurse,2019,1,43,한 달 전 와파린을 처방받은 심방세동 환자의 정기 혈액응고검사 결과에서 국제표준화비율(INR) 이 1.3일 때 적절한 중재는?,비타민K 투여,농축적혈구 수혈,신선냉동혈장 수혈,프로타민황산염 투여,와파린 복용 이행 여부 확인,E,
41,nurse,2019,1,44,우측 대퇴동맥을 통한 관상동맥조영술 후 스텐트삽입술을 받은 환자에 대한 간호중재는?,수분섭취를 제한한다.,침상 머리를 60° 올려준다.,우측 무릎 아래에 베개를 대어준다.,양측 족배동맥에서 맥박을 확인한다.,시술 2시간 후부터 보행하도록 한다.,D,
42,nurse,2019,1,45,인공판막대치술 예정인 환자에게 헤파린 치료를 시작할 때 모니터링해야 하는 검사결과는?,혈소판,알부민,C- 반응단백질,프로트롬빈시간,활성화 부분트롬보플라스틴시간,E,
43,nurse,2019,1,46,복부대동맥류를 의심할 수 있는 사정결과는?,하지부종,체온 상승,우상복부 통증,양쪽 팔의 혈압 차이,복부의 박동성 덩어리 촉진,E,
44,nurse,2019,1,47,레이노병 증상 완화를 위한 교육을 시행한 후 환자 반응을 사정하였다. 추가교육이 필요한 것은?,“금연할게요.”,“몸을 따뜻하게 할게요.”,“카페인을 섭취하지 않을게요.”,“외출 시 양말과 장갑을 착용할게요.”,“증상이 심해지면 항생제를 복용할게요.”,E,
45,nurse,2019,1,48,"왼쪽 다리의 통증과 무감각을 호소하는 환자를 사정한 결과가 다음과 같을 때 우선적인 중재는?• 왼쪽 다리의 창백, 냉감• 혈청 콜레스테롤 326 mg/dL, • 20년 동안 매일 1갑 흡연",알렌 검사를 시행한다.,심전도 결과를 확인한다.,발목과 팔의 혈압을 비교한다.,왼쪽 다리에 온습포를 적용한다.,하지의 위치를 심장 높이보다 높게 유지한다.,C,
46,nurse,2019,1,49,"패혈증으로 인해 파종혈관내응고(disseminated intravascular coagulation, DIC) 가 동반된 환자의 사정결과는?",반상출혈,혈압 상승,소변량 증가,혈소판 수 증가,프로트롬빈시간 단축,A,
47,nurse,2019,1,50,항암요법을 받은 백혈병 환자가 퇴원교육 내용을 잘 이해한 것은?,“일회용 면도기를 사용할게요.”,“양치 후에 치실을 사용할게요.”,“사람들이 많은 장소를 피할게요.”,“변비가 있으면 좌약을 사용할게요.”,“채소를 잘 씻어서 생으로 먹을게요.”,C,
48,nurse,2019,1,51,흉막삼출이 있는 환자에게 흉막천자를 실시할 때 간호중재는?,시술 시 기침 유도,시술 시 앙와위 유지,시술 후 심호흡 권장,천자 부위에 온습포 적용,천자 부위가 아래쪽으로 오는 측위 유지,C,
49,nurse,2019,1,52,편도절제술 직후 환자를 위한 간호중재는?,앙와위를 취해준다.,기침에 의한 객담배출을 격려한다.,목에 얼음 칼라(collar) 를 적용한다.,분비물이 있으면 코를 풀도록 한다.,음료를 마실 때 빨대를 사용하도록 한다.,C,
50,nurse,2019,1,53,이소니아지드(isoniazid) 를 복용 중인 환자에게 부작용을 확인하기 위해 사정해야 하는 것은?,시력,청력,관절통,소변색,사지 감각,E,
51,nurse,2019,1,54,만성폐쇄폐질환 환자의 사정결과 중 ‘활동지속성장애’ 간호진단을 내릴 수 있는 자료는?,맥박 82회/분,산소포화도 95%,혈압 130/80 mmHg,동맥혈산소분압 62 mmHg,동맥혈이산화탄소분압 45 mmHg,D,
52,nurse,2019,1,55,천식 완화를 위해 흡입용 코르티코스테로이드를 사용하는 환자에게 필요한 교육 내용은?,약물 흡입 후 숨을 바로 내쉰다.,흡입기 사용 후에 입안을 헹군다.,흡입할 때 고개를 숙이고 흡입한다.,증상이 있을 때마다 흡입기를 수시로 사용한다.,흡입기를 누르기 전에 숨을 끝까지 들이마신다.,B,
53,nurse,2019,1,56,일산화탄소 중독이 신체에 미치는 일차적인 영향은?,급격한 용혈,과민반응 유발,골수 기능 억제,순환혈류량 감소,산소 운반 능력 상실,E,
54,nurse,2019,1,57,기관지천식 환자에게 테오필린을 투여할 때 주의 깊게 사정해야 할 부작용은?,기침,부정맥,저혈당,체중 증가,구강 건조,B,
55,nurse,2019,1,58,급성호흡곤란증후군 환자에게 인공호흡기로 호기말양압을 적용하고 있을 때 합병증으로 나타날 수 있는 징후는?,저체온,혈압 상승,소변량 증가,흉곽전후직경 증가,청진 시 호흡음 감소,E,
56,nurse,2019,1,59,"개두술 후 환자가 자신을 부르는 소리에만 눈을 뜨고, 지남력이 있으며 적절한 대화가 가능하고, 운동반사가 정상적일 때, 글래스고혼수척도 기준에 따른 눈뜨는 반응(E), 언어 반응(V), 운동반사 반응(M) 의 기록으로 옳은 것은?",E2 V3 M5,E3 V4 M5,E2 V4 M6,E3 V5 M6,E2 V5 M6,D,
57,nurse,2019,1,60,지주막하출혈로 뇌수술을 받은 환자에게 두개내압 상승 예방을 위한 간호중재는?,기침 권장,발살바수기 격려,등척성운동 실시,고관절 굴곡 예방,엎드린 자세 적용,D,
58,nurse,2019,1,61,급성기 뇌경색 환자의 뇌조직관류를 증진시키기 위한 우선적인 중재는?,복부마사지 수행,침상머리 30° 유지,능동 관절범위운동 권장,수축기혈압 100 mmHg 이하로 유지,1/2생리식염수(0.45% Na Cl) 정맥주입,B,
59,nurse,2019,1,62,왼쪽 편마비가 있으며 ‘연하곤란과 관련된 기도흡인위험성’간호진단이 내려진 뇌졸중 환자에 대한 간호중재는?,유동식을 제공한다.,마비된 쪽으로 음식을 넣어준다.,식사 중 조금씩 물을 마시게 한다.,자극적인 향이 있는 음식은 피하게 한다.,식사 시 머리와 목을 약간 앞으로 기울이게 한다.,E,
60,nurse,2019,1,63,"지주막하출혈 환자가 뇌실외배액 중에 의식이 저하되어 사정한 결과가 다음과 같을 때 우선적인 중재는?• 혈압 200/100 mmHg, 맥박 52회/분• 배액량: 수술 당일 40 mL/일 , 수술 후 1일째 5 mL/일 ",항응고제를 투여한다.,교감신경흥분제를 투여한다.,뇌실외배액관의 개방성을 확인한다.,하지의 위치를 머리 높이보다 높게 올려준다.,뇌실외배액 주머니의 위치를 머리 높이보다 높게 올려준다.,C,
61,nurse,2019,1,64,길에서 갑자기 쓰러진 대상자가 긴장간대(tonic clonic) 발작 중일 때 우선적인 중재는?,팔을 붙잡아준다.,앙와위를 취해준다.,부축하여 병원으로 이송한다.,입을 벌려 손수건을 넣어준다.,목 주위의 옷을 느슨하게 해준다.,E,
62,nurse,2019,1,65,"흉추 4~5번 손상을 입은 환자가 갑자기 심한 두통을 호소하고 있다. 사정결과가 다음과 같을 때 우선적인 간호중재는?• 안면홍조• 맥박 40회/분, 수축기혈압 250 mmHg • 유치도뇨관을 통한 시간당 소변량 10 mL",냉찜질을 적용한다.,호흡음을 청진한다.,수분섭취를 권장한다.,도뇨관의 개방성을 확인한다.,트렌델렌부르크자세를 취해준다.,D,
63,nurse,2019,1,66,보행장애가 있는 파킨슨병 환자의 기동력 증진을 위한 교육 내용은?,팔을 흔들지 않고 걷는다.,다리의 관절운동을 제한한다.,보폭을 좁게 유지하고 걷는다.,자세를 변경할 때 빠르게 바꾼다.,의식적으로 발을 들어 올리고 내려놓으면서 걷는다.,E,
64,nurse,2019,1,67,갑상샘절제술 환자의 트루소 징후(Trousseau’s sign) 가 양성일 때 예상되는 혈액검사 결과는?,인산 저하,칼슘 저하,철분 상승,"T3, T4 상승",갑상샘자극호르몬 저하,B,
65,nurse,2019,1,68,"제1형 당뇨병 환자가 저녁에 인슐린을 투여받은 후 평소대로 식사를 하였으나 다음날 아침 사정결과가 다음과 같을 때 우선적인 중재는?• 밤에 자면서 악몽을 꾸고 식은땀을 흘림• 아침에 심한 두통• 아침 공복 혈당 200 mg/dL,  케톤뇨(+) ",취침 전 진정제 투여,취침 전 탄수화물 섭취,저녁에 유산소운동 실시,취침 전 따뜻한 물로 샤워,취침 전 인슐린 투여량 증가,B,
66,nurse,2019,1,69,갑상샘절제술 후 방사성요오드 치료를 받은 환자의 퇴원 직후 관리에 대한 교육 내용은?,성관계 가능,수분섭취 제한,중등도 운동 권장,해조류 섭취 증가,배변 후 2~3번 물 내리기,E,
67,nurse,2019,1,70,녹내장으로 추적검사를 받아온 환자가 눈 주위의 심한 통증을 호소하고 안압이 35 mmHg 일 때 예상되는 것은?,복시,동공수축,야간시력 증가,주변시야 감소,중심시력 감소,D,
68,nurse,2019,1,71,가족 중심에 초점을 둔 여성건강간호의 관점으로 옳은 것은?,임산부와 가족이 자연적인 출산 과정을 경험한다.,여성의 주도로 가족의 역할을 분담하고 책임진다.,여성 개인의 요구에 중점을 두어 간호를 제공한다.,출산하는 동안 여성을 가족 내 역할에서 제외한다.,가족 내의 자원을 이용하여 의료인의 주도로 분만을 한다.,A,
69,nurse,2019,1,72,성폭력 피해자에게 발생할 수 있는 원치 않는 임신을 예방하기 위한 중재는?,즉시 질 세척을 시행한다.,24시간 이내에 살정자제를 투여한다.,72시간 이내에 응급피임약을 투여한다.,임신반응검사 결과가 나올 때까지 기다린다.,2~3주 동안 코르티코스테로이드 호르몬을 투여한다.,C,
70,nurse,2019,1,73,산과력 T2-P0-A0-L2인 42세 여자의 자궁경부질세포진검사(Pap test) 결과는 Class I이었다. 예상되는 추후 관리는?,즉시 원추절제술,한 달 후 쉴러검사,배란 시 질확대경검사,월경이 끝난 후 자궁내막생검,정기적인 자궁경부질세포진검사,E,
71,nurse,2019,1,74,6개월 전에 초경을 시작한 14세 여자가 월경 시작 후 1~2일 동안 심한 월경통으로 일상생활이 어렵다고 호소한다. 검진 결과에서 특이한 병리적 소견이 없는 경우 월경통의 주요 원인은?,무배란월경주기,갑상샘의 티록신 과다 분비,난소의 프로게스테론 과다 분비,뇌하수체의 옥시토신 과다 분비,자궁내막의 프로스타글란딘 과다 생성,E,
72,nurse,2019,1,75,규칙적인 월경을 하던 18세 여자가 3개월 동안 월경이 없을 때 우선적으로 시행할 검사는?,황체호르몬 검사,난포자극호르몬 검사,에스트로겐 부하 검사,프로게스테론 부하 검사,융모생식샘자극호르몬 검사,E,
73,nurse,2019,1,76,53세 여자가 갱년기 증상으로 심한 열감과 홍조를 호소할 때 그 원인으로 옳은 것은?,칼슘대사 이상,혈관운동 불안정,골반 혈류량 증가,단백지질대사 변화,피부대사 활동 증가,B,
74,nurse,2019,1,77,자궁근종으로 복강경자궁절제술 후 1일째 되는 여자가 견갑통과 복부팽만감을 호소하였다. 활력징후는 정상 범위이고 질출혈은 없었다. 간호사의 설명으로 옳은 것은?,“배변장애로 관장이 필요합니다.”,“복강 출혈로 응급수술이 필요합니다.”,“복부 감염으로 추가 항생제 투여가 필요합니다.”,“수액 과다 공급으로 수액량을 줄이면 좋아집니다.”,“수술 시 주입한 가스로 인한 것이니 많이 움직이세요.”,E,
75,nurse,2019,1,78,35세 미혼 여자가 월경간출혈(intermenstrual bleeding) 이 있어 초음파검사를 한 결과 여러 개의 자궁내막폴립이 확인되었을 때 우선적인 중재는?,원추절제술,자궁소파술,전자궁절제술,자궁동맥색전술,메트로니다졸 투여,B,
76,nurse,2019,1,79,30세 여자가 다량의 농성 질분비물이 있으며 골반과 하복부에 심한 통증이 있고 체온은 38.0℃이다. 항생제 치료를 받고 있을 때 간호중재로 옳은 것은?,반좌위를 취해준다.,케겔운동을 권장한다.,수분섭취를 제한한다.,유치도뇨관을 삽입한다.,저잔류식사를 제공한다.,A,
77,nurse,2019,1,80,자궁내막증식증으로 진단받은 여자가 월경과다증(hypermenorrhea) 이 있을 때 치료 목적으로 투여하는 호르몬은?,옥시토신,프로락틴,프로게스테론,프로스타글란딘,갑상샘자극호르몬,C,
78,nurse,2019,1,81,방광질누공이 있어 복원 수술을 받은 여자의 수술 후 상처 부위 치유를 돕는 간호중재는?,저단백식사를 제공한다.,정맥주입량을 제한한다.,유치도뇨관을 유지한다.,변이 질로 배출되는지 확인한다.,다리를 움직이지 못하게 고정해 준다.,C,
79,nurse,2019,1,83,정상 임신 경과를 보이는 임신 5개월 된 임부가 아기의 성장발달에 대해 물어볼 때 간호사의 설명으로 옳은 것은?,“아기의 성별은 아직 확인할 수 없습니다.”,“아기 발바닥 표면에 지문이 모두 형성되어 있습니다.”,“아기의 솜털은 사라지고 머리카락이 풍성해져 있습니다.”,“아기 외모는 거의 완성되어 있고 태아 움직임이 느껴질 겁니다.”,“아기 체중은 250 g 정도이며 곧 심장도 뛰기 시작할 겁니다.”,D,
80,nurse,2019,1,84,임신 초기 임부에게 생리적으로 발생하는 빈뇨의 주요 원인은?,아두 하강,정신적인 요인,방광배뇨근 무력,자율신경 반사 이상,증대된 자궁의 방광 압박,E,
81,nurse,2019,1,85,임신 24~28주 임부에게 50 g 경구포도당부하검사를 하는 목적은?,임신고혈압 확인,임신당뇨병 선별,조산 가능성 확인,태아의 당대사 확인,태아의 폐 성숙도 예측,B,
82,nurse,2019,1,86,임신 34주 된 임부가 침대에 누워서 생식기 검진을 받고 있는 동안 피부가 창백하고 축축해지면서 호흡이 어려워지고 빈맥이 있을 때 우선적인 간호중재는?,체온을 측정한다.,좌측위로 눕힌다.,소변량을 측정한다.,봉지를 입에 대고 호흡하게 한다.,더운 물주머니를 복부에 대어준다.,B,
83,nurse,2019,1,87,임신 38주 된 임부의 복부에서 태아심음을 청취하고자 한다. 태아 위치가 우전방둔위(RSA) 인 경우 태아심음 측정 부위는?,배꼽 중앙,배꼽 우측 상단,배꼽 우측 하단,배꼽 좌측 상단,배꼽 좌측 하단,B,
84,nurse,2019,1,88,임신 12주 된 임부가 아랫배가 약간 아프고 소량의 질출혈이 있어 검진한 결과 자궁경부는 닫혀있고 태아심박동수는 정상이다. 우선적인 간호중재는?,수혈 준비,침상안정 유지,자궁소파술 준비,고지방식사 제공,프로스타글란딘 질정제 삽입,B,
85,nurse,2019,1,89,"임신 28주에 고혈압, 두통, 상복부 통증, 부종이 있는 임부에게 24시간 소변검사를 하는 주요 목적은?",케톤양 확인,단백량 확인,백혈구 수치 확인,적혈구 수치 확인,융모생식샘자극호르몬 수치 확인,B,
86,nurse,2019,1,90,임신한 경험이 없는 Rh- 여자가 임신 6주를 확인받았다. 배우자가 Rh+인 경우 적절한 중재는?,치료적 유산을 권장한다.,임신 초기에 양수천자를 한다.,임신 중 주기적으로 수혈을 한다.,임신 중기에 태아 교환수혈을 한다.,임신 28주에 예방적으로 면역글로불린을 투여한다.,E,
